ClientID,Age,Location,Gender,DatePremierAchat,DateDernierAchat,MontantTotalDepense,FrequenceAchats,PanierMoyen,Canal,CAC_Estime,Newsletter,ScoreSatisfaction,DerniereVisiteSite,CategoriePreferee,ProduitsDifferentsAchetes,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment,Cluster,Segment_Label
CLIENT_3939,53,Peronnec,F,2024-05-31,2025-09-02,103.59,2,51.8,Social,15,True,4,79,Électronique,4,99,2,103.59,4,2,3,423,4,Dormant
CLIENT_3940,51,Deschamps,F,2023-09-20,2025-01-28,154.33,2,77.17,Social,15,False,3,310,Maison,5,316,2,154.33,3,2,4,324,4,Dormant
CLIENT_3941,18,Baudry,F,2023-02-19,2024-02-20,34.78,1,34.78,Social,15,True,2,647,Électronique,4,659,1,34.78,1,1,1,111,4,Dormant
CLIENT_3942,18,Maillard,M,2024-11-10,2024-12-10,131.5,2,65.75,Social,15,True,4,360,Alimentation,3,365,2,131.5,3,2,4,324,4,Dormant
CLIENT_3943,24,Sainte Christophe,M,2025-01-02,2025-12-09,36.11,6,6.02,Direct,0,True,3,0,Loisirs,5,1,6,36.11,4,5,1,451,3,Loyal
CLIENT_3944,26,Hubert,M,2023-11-06,2025-02-02,34.97,3,11.66,Email,8,False,3,283,Maison,9,311,3,34.97,3,4,1,341,1,A risque
CLIENT_3945,47,Grenier,F,2025-01-29,2025-07-23,103.11,3,34.37,Social,15,True,5,129,Loisirs,7,140,3,103.11,4,4,3,443,1,A risque
CLIENT_3946,48,Sainte Margotboeuf,M,2023-09-25,2025-08-13,49.74,2,24.87,Email,8,True,3,112,Loisirs,7,119,2,49.74,4,2,2,422,4,Dormant
CLIENT_3947,18,Techer-la-Forêt,F,2023-08-24,2024-05-22,204.44,2,102.22,Email,8,True,5,539,Électronique,4,567,2,204.44,2,2,4,224,4,Dormant
CLIENT_3948,37,BonninVille,F,2023-07-18,2023-07-21,195.09,4,48.77,Email,8,False,4,842,Électronique,8,873,4,195.09,1,4,4,144,1,A risque
CLIENT_3949,48,Deschamps,M,2023-10-27,2024-09-03,153.08,1,153.08,Social,15,True,3,437,Mode,8,463,1,153.08,2,1,4,214,4,Dormant
CLIENT_3950,42,Techer-la-Forêt,M,2023-11-29,2024-03-19,59.8,5,11.96,Social,15,True,5,623,Alimentation,1,631,5,59.8,2,5,2,252,1,A risque
CLIENT_3951,24,Sainte Genevièvenec,M,2023-09-23,2024-02-21,49.64,2,24.82,SEA,25,False,3,656,Électronique,8,658,2,49.64,1,2,2,122,4,Dormant
CLIENT_3952,18,Maillard,F,2024-08-01,2024-08-28,154.91,2,77.45,Reference,5,False,5,463,Maison,9,469,2,154.91,2,2,4,224,4,Dormant
CLIENT_3953,18,Deschamps,M,2024-04-17,2024-04-28,190.36,2,95.18,Email,8,True,5,576,Maison,4,591,2,190.36,2,2,4,224,4,Dormant
CLIENT_3954,27,Sainte Margotboeuf,M,2024-05-16,2024-10-21,31.43,5,6.29,Social,15,True,4,389,Loisirs,4,415,5,31.43,2,5,1,251,1,A risque
CLIENT_3955,60,Leconte-sur-Masson,M,2024-07-09,2025-02-22,32.01,3,10.67,Reference,5,True,4,271,Alimentation,6,291,3,32.01,3,4,1,341,1,A risque
CLIENT_3956,32,Deschamps,F,2024-12-15,2025-11-22,253.21,2,126.61,Reference,5,False,5,1,Électronique,5,18,2,253.21,4,2,4,424,2,Potentiel
CLIENT_3957,43,Barbenec,M,2024-11-06,2025-10-19,93.18,4,23.3,Direct,0,False,4,31,Maison,3,52,4,93.18,4,4,3,443,1,A risque
CLIENT_3958,22,Sanchez,M,2025-07-29,2025-08-19,707.26,4,176.81,Reference,5,True,5,112,Loisirs,5,113,4,707.26,4,4,5,445,0,A risque
CLIENT_3959,57,Maillard,F,2024-02-20,2024-06-14,62.66,4,15.66,Reference,5,False,4,541,Électronique,6,544,4,62.66,2,4,2,242,1,A risque
CLIENT_3960,29,Barbenec,M,2023-02-18,2023-11-26,124.48,3,41.49,Social,15,True,4,724,Mode,3,745,3,124.48,1,4,3,143,1,A risque
CLIENT_3961,46,BonninVille,F,2023-12-02,2025-01-22,4523.55,1,4523.55,Social,15,True,5,311,Loisirs,8,322,1,4523.55,3,1,5,315,0,A risque
CLIENT_3962,31,Meunier,M,2025-07-13,2025-12-09,267.31,6,44.55,Email,8,True,3,0,Loisirs,8,1,6,267.31,4,5,4,454,3,Loyal
CLIENT_3963,26,Sainte Christophe,M,2025-11-05,2025-12-09,195.92,3,65.31,SEA,25,True,5,0,Loisirs,2,1,3,195.92,4,4,4,444,3,Loyal
CLIENT_3964,34,CaronBourg,F,2024-11-22,2025-07-05,270.89,3,90.3,Email,8,False,4,134,Alimentation,6,158,3,270.89,3,4,4,344,1,A risque
CLIENT_3965,50,Sanchez,M,2024-12-09,2025-12-09,246.46,5,49.29,Social,15,True,5,0,Loisirs,7,1,5,246.46,4,5,4,454,3,Loyal
CLIENT_3966,34,Hubert,F,2025-10-31,2025-12-09,5912.91,1,5912.91,Email,8,True,5,0,Électronique,3,1,1,5912.91,4,1,5,415,0,A risque
CLIENT_3967,30,Sainte Genevièvenec,F,2024-08-07,2024-11-20,33.81,4,8.45,Email,8,False,2,372,Mode,10,385,4,33.81,3,4,1,341,1,A risque
CLIENT_3968,52,Sainte Christophe,F,2025-07-04,2025-12-09,42.63,4,10.66,SEA,25,True,4,0,Électronique,2,1,4,42.63,4,4,1,441,3,Loyal
CLIENT_3969,35,Barbenec,F,2024-08-02,2025-02-01,44.85,3,14.95,Email,8,True,3,291,Alimentation,3,312,3,44.85,3,4,2,342,1,A risque
CLIENT_3970,22,Sanchez,F,2023-07-23,2023-09-29,223.29,4,55.82,Social,15,True,5,790,Loisirs,8,803,4,223.29,1,4,4,144,1,A risque
CLIENT_3971,47,Meunier,M,2025-08-15,2025-11-12,40.68,4,10.17,Email,8,False,2,17,Loisirs,1,28,4,40.68,4,4,1,441,1,A risque
CLIENT_3972,30,Hubert,M,2025-02-25,2025-05-24,45.54,7,6.51,Email,8,True,3,178,Loisirs,1,200,7,45.54,3,5,2,352,1,A risque
CLIENT_3973,18,Techer-la-Forêt,M,2024-02-08,2024-02-26,226.34,5,45.27,Social,15,False,4,637,Électronique,8,653,5,226.34,1,5,4,154,1,A risque
CLIENT_3974,61,Sainte Christophe,F,2023-04-26,2023-10-23,65.89,2,32.95,Email,8,False,2,766,Électronique,10,779,2,65.89,1,2,2,122,4,Dormant
CLIENT_3975,18,Sainte Genevièvenec,M,2024-12-10,2024-12-11,56.27,4,14.07,SEA,25,True,5,340,Mode,9,364,4,56.27,3,4,2,342,1,A risque
CLIENT_3976,38,Sanchez,F,2025-10-16,2025-12-09,14711.93,2,7355.97,Email,8,True,5,0,Maison,10,1,2,14711.93,4,2,5,425,0,A risque
CLIENT_3977,34,Techer-la-Forêt,M,2024-09-25,2025-01-02,161.46,2,80.73,Social,15,False,3,319,Maison,4,342,2,161.46,3,2,4,324,4,Dormant
CLIENT_3978,35,Delorme,F,2025-07-12,2025-09-22,39.86,3,13.29,Reference,5,True,5,51,Loisirs,6,79,3,39.86,4,4,1,441,1,A risque
CLIENT_3979,45,Sainte Christophe,F,2024-01-20,2025-12-09,98.98,2,49.49,Direct,0,False,5,0,Maison,10,1,2,98.98,4,2,3,423,2,Potentiel
CLIENT_3980,56,Techer-la-Forêt,F,2024-11-04,2025-12-09,262.2,5,52.44,Reference,5,False,5,0,Loisirs,6,1,5,262.2,4,5,4,454,3,Loyal
CLIENT_3981,30,Baudry,M,2024-08-12,2024-08-20,794.31,4,198.58,Social,15,True,5,461,Mode,5,477,4,794.31,2,4,5,245,0,A risque
CLIENT_3982,36,CaronBourg,M,2025-08-09,2025-12-09,41.44,4,10.36,Social,15,True,4,0,Électronique,2,1,4,41.44,4,4,1,441,3,Loyal
CLIENT_3983,75,Sainte Genevièvenec,F,2024-07-03,2025-04-28,35.0,2,17.5,Email,8,False,5,211,Loisirs,5,226,2,35.0,3,2,1,321,4,Dormant
CLIENT_3984,56,Hubert,F,2023-05-27,2023-06-03,74.86,4,18.71,Reference,5,True,5,894,Mode,4,921,4,74.86,1,4,3,143,1,A risque
CLIENT_3985,35,Perret,F,2022-12-24,2023-01-04,66.85,5,13.37,Email,8,False,5,1045,Électronique,9,1071,5,66.85,1,5,2,152,1,A risque
CLIENT_3986,26,BonninVille,M,2024-09-24,2025-10-15,168.46,4,42.12,Social,15,False,3,44,Électronique,5,56,4,168.46,4,4,4,444,1,A risque
CLIENT_3987,51,Peronnec,M,2023-08-02,2025-11-06,108.74,2,54.37,Email,8,False,3,14,Mode,4,34,2,108.74,4,2,3,423,4,Dormant
CLIENT_3988,36,Barbenec,F,2023-11-16,2024-06-26,3902.24,3,1300.75,Social,15,True,5,523,Alimentation,3,532,3,3902.24,2,4,5,245,0,A risque
CLIENT_3989,46,Deschamps,F,2023-11-08,2024-10-13,96.86,2,48.43,Reference,5,False,4,405,Alimentation,7,423,2,96.86,2,2,3,223,4,Dormant
CLIENT_3990,41,BonninVille,M,2024-08-13,2025-10-08,180.77,1,180.77,Email,8,False,5,54,Loisirs,2,63,1,180.77,4,1,4,414,4,Dormant
CLIENT_3991,47,BonninVille,F,2023-11-17,2024-04-21,1174.86,2,587.43,Email,8,True,5,585,Mode,7,598,2,1174.86,2,2,5,225,0,A risque
CLIENT_3992,35,Grenier,M,2024-12-17,2025-03-07,51.16,1,51.16,Direct,0,True,4,252,Mode,9,278,1,51.16,3,1,2,312,4,Dormant
CLIENT_3993,38,Barbenec,F,2025-06-05,2025-10-10,31.31,1,31.31,Social,15,False,2,59,Mode,9,61,1,31.31,4,1,1,411,4,Dormant
CLIENT_3994,27,Sainte Christophe,M,2025-04-04,2025-11-10,97.73,4,24.43,Direct,0,False,4,26,Mode,3,30,4,97.73,4,4,3,443,1,A risque
CLIENT_3995,25,Deschamps,M,2024-03-08,2024-03-29,67.85,4,16.96,Email,8,False,3,603,Mode,5,621,4,67.85,2,4,2,242,1,A risque
CLIENT_3996,37,Baudry,M,2025-02-07,2025-02-08,95.74,2,47.87,Email,8,True,3,280,Électronique,1,305,2,95.74,3,2,3,323,4,Dormant
CLIENT_3997,35,CaronBourg,M,2024-09-15,2025-12-09,87.93,8,10.99,Reference,5,True,5,0,Loisirs,3,1,8,87.93,4,5,3,453,3,Loyal
CLIENT_3998,21,Techer-la-Forêt,F,2025-11-06,2025-12-09,39.08,2,19.54,Social,15,True,3,0,Alimentation,1,1,2,39.08,4,2,1,421,2,Potentiel
CLIENT_3999,61,Gimenez,M,2024-11-06,2025-12-09,274.89,3,91.63,Email,8,False,4,0,Mode,8,1,3,274.89,4,4,4,444,3,Loyal
CLIENT_4000,54,BonninVille,M,2024-06-30,2025-01-18,198.13,2,99.06,Reference,5,True,3,312,Loisirs,10,326,2,198.13,3,2,4,324,4,Dormant
CLIENT_4001,18,Deschamps,F,2024-12-08,2025-12-09,33.53,3,11.18,Social,15,False,4,0,Maison,5,1,3,33.53,4,4,1,441,3,Loyal
CLIENT_4002,69,Delorme,M,2025-09-16,2025-12-09,110.08,4,27.52,Social,15,False,5,0,Alimentation,10,1,4,110.08,4,4,3,443,3,Loyal
CLIENT_4003,26,Meunier,F,2025-01-03,2025-12-09,74.77,3,24.92,Email,8,False,3,0,Électronique,5,1,3,74.77,4,4,3,443,3,Loyal
CLIENT_4004,58,Sainte Christophe,F,2023-08-02,2025-10-26,70.52,4,17.63,SEA,25,True,4,25,Mode,8,45,4,70.52,4,4,3,443,1,A risque
CLIENT_4005,30,Deschamps,M,2024-06-26,2024-11-01,171.65,2,85.83,Email,8,False,5,399,Électronique,6,404,2,171.65,2,2,4,224,4,Dormant
CLIENT_4006,54,Meunier,F,2025-02-22,2025-06-13,95.76,2,47.88,Email,8,True,4,158,Mode,8,180,2,95.76,3,2,3,323,4,Dormant
CLIENT_4007,38,Sainte Christophe,F,2023-04-16,2024-02-19,30.5,7,4.36,Email,8,True,2,648,Alimentation,2,660,7,30.5,1,5,1,151,1,A risque
CLIENT_4008,36,Perret,M,2023-06-05,2024-03-27,2319.86,5,463.97,Reference,5,True,5,619,Électronique,2,623,5,2319.86,2,5,5,255,0,A risque
CLIENT_4009,18,Deschamps,M,2024-12-01,2025-12-09,163.75,3,54.58,SEA,25,True,3,0,Loisirs,8,1,3,163.75,4,4,4,444,3,Loyal
CLIENT_4010,38,Hubert,M,2023-09-19,2025-06-19,84.61,3,28.2,Email,8,True,4,163,Loisirs,5,174,3,84.61,3,4,3,343,1,A risque
CLIENT_4011,65,Sanchez,F,2023-11-22,2023-12-25,97.46,3,32.49,SEA,25,True,5,690,Loisirs,2,716,3,97.46,1,4,3,143,1,A risque
CLIENT_4012,28,Maillard,M,2025-06-16,2025-08-03,102.54,3,34.18,Social,15,False,2,117,Alimentation,10,129,3,102.54,4,4,3,443,1,A risque
CLIENT_4013,38,Grenier,M,2024-11-12,2025-05-03,972.55,3,324.18,Social,15,True,5,202,Maison,4,221,3,972.55,3,4,5,345,0,A risque
CLIENT_4014,41,Delorme,F,2025-04-25,2025-07-28,37.82,6,6.3,Social,15,False,3,114,Loisirs,10,135,6,37.82,4,5,1,451,1,A risque
CLIENT_4015,28,BonninVille,M,2023-03-27,2025-12-09,50.34,5,10.07,Social,15,False,3,0,Maison,4,1,5,50.34,4,5,2,452,3,Loyal
CLIENT_4016,31,Gimenez,F,2023-01-21,2023-07-04,75.18,1,75.18,SEA,25,False,4,886,Loisirs,2,890,1,75.18,1,1,3,113,4,Dormant
CLIENT_4017,41,BonninVille,M,2024-08-18,2024-10-05,197.97,3,65.99,SEA,25,True,5,408,Maison,10,431,3,197.97,2,4,4,244,1,A risque
CLIENT_4018,18,Hubert,M,2024-08-04,2024-10-28,231.56,4,57.89,Social,15,True,4,378,Loisirs,2,408,4,231.56,2,4,4,244,1,A risque
CLIENT_4019,35,Techer-la-Forêt,M,2024-11-11,2025-12-09,31.73,2,15.87,Email,8,True,3,0,Maison,2,1,2,31.73,4,2,1,421,2,Potentiel
CLIENT_4020,18,Maillard,F,2024-11-02,2024-12-31,424.81,6,70.8,Email,8,True,5,315,Loisirs,1,344,6,424.81,3,5,5,355,1,A risque
CLIENT_4021,48,Deschamps,F,2025-12-02,2025-12-09,1415.0,5,283.0,Direct,0,True,5,0,Électronique,4,1,5,1415.0,4,5,5,455,3,Loyal
CLIENT_4022,47,Sanchez,M,2024-12-30,2025-12-09,938.13,1,938.13,Social,15,True,5,0,Maison,10,1,1,938.13,4,1,5,415,2,Potentiel
CLIENT_4023,18,Sainte Christophe,M,2024-11-12,2025-03-09,57.14,1,57.14,SEA,25,True,4,272,Loisirs,8,276,1,57.14,3,1,2,312,4,Dormant
CLIENT_4024,43,Meunier,M,2025-09-19,2025-12-09,49.63,2,24.82,Reference,5,True,3,0,Loisirs,10,1,2,49.63,4,2,2,422,2,Potentiel
CLIENT_4025,58,Meunier,M,2023-03-20,2023-08-19,43.27,2,21.64,Email,8,False,2,824,Maison,10,844,2,43.27,1,2,2,122,4,Dormant
CLIENT_4026,31,Maillard,M,2024-02-27,2024-05-05,189.5,3,63.17,Social,15,False,5,576,Loisirs,4,584,3,189.5,2,4,4,244,1,A risque
CLIENT_4027,62,Deschamps,M,2024-02-14,2024-03-15,592.69,4,148.17,Email,8,True,5,610,Électronique,3,635,4,592.69,2,4,5,245,0,A risque
CLIENT_4028,27,Sainte Margotboeuf,M,2023-04-10,2023-05-18,41.98,4,10.49,SEA,25,False,3,911,Alimentation,9,937,4,41.98,1,4,1,141,1,A risque
CLIENT_4029,20,CaronBourg,M,2025-01-15,2025-09-24,834.44,3,278.15,Social,15,True,4,55,Mode,1,77,3,834.44,4,4,5,445,0,A risque
CLIENT_4030,36,Sainte Genevièvenec,F,2024-03-20,2025-02-09,66.44,1,66.44,Email,8,False,2,288,Loisirs,1,304,1,66.44,3,1,2,312,4,Dormant
CLIENT_4031,43,Gimenez,F,2025-04-21,2025-08-22,96.51,3,32.17,Social,15,True,5,79,Maison,4,110,3,96.51,4,4,3,443,1,A risque
CLIENT_4032,49,Sainte Genevièvenec,F,2024-03-20,2024-05-26,69.88,3,23.29,SEA,25,True,3,560,Maison,4,563,3,69.88,2,4,3,243,1,A risque
CLIENT_4033,18,Sainte Margotboeuf,F,2024-03-06,2024-05-07,49.74,4,12.44,Email,8,True,5,577,Alimentation,6,582,4,49.74,2,4,2,242,1,A risque
CLIENT_4034,19,Maillard,M,2023-04-30,2024-12-10,50.92,1,50.92,Social,15,False,5,340,Mode,9,365,1,50.92,3,1,2,312,4,Dormant
CLIENT_4035,46,Leconte-sur-Masson,M,2024-05-02,2025-12-09,68.25,3,22.75,Social,15,True,4,0,Alimentation,5,1,3,68.25,4,4,2,442,3,Loyal
CLIENT_4036,35,Techer-la-Forêt,M,2023-07-07,2024-02-29,42.71,3,14.24,Social,15,False,2,622,Alimentation,9,650,3,42.71,1,4,1,141,1,A risque
CLIENT_4037,30,Baudry,M,2025-05-16,2025-12-09,231.75,3,77.25,Direct,0,False,5,0,Loisirs,3,1,3,231.75,4,4,4,444,3,Loyal
CLIENT_4038,37,Delorme,M,2024-07-23,2025-12-09,57.05,2,28.52,Social,15,True,4,0,Alimentation,8,1,2,57.05,4,2,2,422,2,Potentiel
CLIENT_4039,28,Peronnec,F,2025-11-15,2025-12-09,181.67,5,36.33,SEA,25,True,3,0,Maison,2,1,5,181.67,4,5,4,454,3,Loyal
CLIENT_4040,62,Barbenec,F,2024-05-06,2024-06-27,112.84,1,112.84,Email,8,True,5,515,Électronique,9,531,1,112.84,2,1,3,213,4,Dormant
CLIENT_4041,48,Meunier,F,2024-10-17,2025-08-21,773.58,3,257.86,Email,8,True,4,97,Loisirs,2,111,3,773.58,4,4,5,445,0,A risque
CLIENT_4042,31,Meunier,M,2025-02-22,2025-03-19,90.32,1,90.32,Social,15,False,3,260,Loisirs,4,266,1,90.32,3,1,3,313,4,Dormant
CLIENT_4043,48,CaronBourg,M,2025-11-10,2025-12-09,80.71,4,20.18,Email,8,True,3,0,Loisirs,9,1,4,80.71,4,4,3,443,3,Loyal
CLIENT_4044,55,Techer-la-Forêt,F,2024-07-08,2025-12-09,65.6,5,13.12,SEA,25,True,4,0,Électronique,7,1,5,65.6,4,5,2,452,3,Loyal
CLIENT_4045,25,Peronnec,F,2023-04-03,2023-08-25,38.55,6,6.42,SEA,25,False,4,817,Loisirs,1,838,6,38.55,1,5,1,151,1,A risque
CLIENT_4046,60,Barbenec,F,2023-09-17,2024-06-08,86.88,7,12.41,SEA,25,True,4,522,Mode,7,550,7,86.88,2,5,3,253,1,A risque
CLIENT_4047,55,CaronBourg,F,2025-07-02,2025-12-09,139.35,2,69.67,SEA,25,True,4,0,Électronique,7,1,2,139.35,4,2,4,424,2,Potentiel
CLIENT_4048,32,CaronBourg,M,2025-02-20,2025-04-01,1259.8,3,419.93,Direct,0,False,5,231,Électronique,1,253,3,1259.8,3,4,5,345,0,A risque
CLIENT_4049,42,Leconte-sur-Masson,M,2023-12-10,2025-11-19,33.81,3,11.27,Social,15,False,4,0,Électronique,7,21,3,33.81,4,4,1,441,3,Loyal
CLIENT_4050,39,Grenier,M,2024-05-21,2025-04-21,215.94,2,107.97,Direct,0,False,5,206,Loisirs,2,233,2,215.94,3,2,4,324,4,Dormant
CLIENT_4051,58,Deschamps,F,2024-04-15,2025-01-14,30.24,4,7.56,Email,8,True,5,325,Maison,1,330,4,30.24,3,4,1,341,1,A risque
CLIENT_4052,61,Gimenez,M,2023-08-25,2024-07-14,146.27,3,48.76,Social,15,True,3,497,Électronique,9,514,3,146.27,2,4,4,244,1,A risque
CLIENT_4053,42,Sainte Margotboeuf,M,2025-11-15,2025-12-09,1962.15,4,490.54,Reference,5,True,5,0,Maison,6,1,4,1962.15,4,4,5,445,0,A risque
CLIENT_4054,18,Barbenec,F,2024-09-12,2025-07-31,31.12,4,7.78,Direct,0,False,3,129,Loisirs,8,132,4,31.12,4,4,1,441,1,A risque
CLIENT_4055,35,BonninVille,F,2025-10-20,2025-12-09,204.27,2,102.14,Social,15,True,5,0,Alimentation,3,1,2,204.27,4,2,4,424,2,Potentiel
CLIENT_4056,50,Meunier,M,2024-06-09,2024-08-31,122.45,1,122.45,Direct,0,False,5,446,Alimentation,2,466,1,122.45,2,1,3,213,4,Dormant
CLIENT_4057,45,Perret,F,2022-12-25,2023-04-19,39.73,1,39.73,Direct,0,True,5,940,Maison,2,966,1,39.73,1,1,1,111,4,Dormant
CLIENT_4058,52,BonninVille,F,2024-10-07,2025-12-09,63.95,3,21.32,Direct,0,True,3,0,Mode,2,1,3,63.95,4,4,2,442,3,Loyal
CLIENT_4059,75,Deschamps,M,2025-05-21,2025-09-01,44.69,3,14.9,Social,15,True,3,99,Alimentation,1,100,3,44.69,4,4,2,442,1,A risque
CLIENT_4060,25,Sainte Genevièvenec,M,2024-09-21,2025-08-15,57.84,5,11.57,Email,8,True,3,91,Électronique,2,117,5,57.84,4,5,2,452,1,A risque
CLIENT_4061,42,Sainte Christophe,M,2025-12-02,2025-12-09,481.49,3,160.5,Social,15,False,5,0,Loisirs,2,1,3,481.49,4,4,5,445,3,Loyal
CLIENT_4062,31,Sainte Christophe,F,2024-02-03,2024-02-19,80.95,1,80.95,Social,15,True,5,633,Alimentation,5,660,1,80.95,1,1,3,113,4,Dormant
CLIENT_4063,33,Sainte Margotboeuf,F,2024-01-24,2024-09-12,33.09,3,11.03,Email,8,False,3,426,Électronique,7,454,3,33.09,2,4,1,241,1,A risque
CLIENT_4064,33,Leconte-sur-Masson,M,2024-01-05,2025-05-16,206.97,3,68.99,Email,8,False,3,186,Mode,2,208,3,206.97,3,4,4,344,1,A risque
CLIENT_4065,54,Sainte Genevièvenec,M,2025-06-26,2025-12-09,30.74,1,30.74,Direct,0,True,4,0,Alimentation,2,1,1,30.74,4,1,1,411,2,Potentiel
CLIENT_4066,37,Techer-la-Forêt,M,2024-10-10,2025-10-05,1963.13,4,490.78,Direct,0,True,5,52,Loisirs,2,66,4,1963.13,4,4,5,445,0,A risque
CLIENT_4067,44,Gimenez,M,2023-09-21,2023-09-25,59.91,5,11.98,SEA,25,True,4,781,Loisirs,10,807,5,59.91,1,5,2,152,1,A risque
CLIENT_4068,48,Leconte-sur-Masson,F,2024-11-14,2025-05-21,51.64,3,17.21,SEA,25,True,4,198,Électronique,6,203,3,51.64,3,4,2,342,1,A risque
CLIENT_4069,54,Sainte Genevièvenec,F,2025-05-25,2025-09-01,30.07,2,15.04,Social,15,True,2,80,Électronique,4,100,2,30.07,4,2,1,421,4,Dormant
CLIENT_4070,24,Sainte Genevièvenec,M,2024-05-29,2024-08-11,4420.03,4,1105.01,Social,15,False,5,481,Alimentation,2,486,4,4420.03,2,4,5,245,0,A risque
CLIENT_4071,39,Barbenec,M,2024-10-03,2025-01-20,72.31,2,36.16,Social,15,True,2,302,Électronique,10,324,2,72.31,3,2,3,323,4,Dormant
CLIENT_4072,26,Sainte Genevièvenec,F,2025-06-18,2025-08-03,87.56,3,29.19,Direct,0,False,3,107,Alimentation,4,129,3,87.56,4,4,3,443,1,A risque
CLIENT_4073,56,Peronnec,M,2024-11-04,2025-02-10,1630.01,3,543.34,Social,15,False,5,297,Électronique,3,303,3,1630.01,3,4,5,345,0,A risque
CLIENT_4074,18,Gimenez,M,2024-09-10,2025-07-17,589.39,6,98.23,Direct,0,False,3,122,Maison,10,146,6,589.39,3,5,5,355,1,A risque
CLIENT_4075,49,Sainte Margotboeuf,M,2022-12-16,2023-06-12,40.93,3,13.64,Social,15,False,3,896,Mode,2,912,3,40.93,1,4,1,141,1,A risque
CLIENT_4076,20,Deschamps,F,2023-09-29,2024-08-03,242.06,3,80.69,Email,8,True,5,475,Mode,1,494,3,242.06,2,4,4,244,1,A risque
CLIENT_4077,23,Peronnec,F,2025-05-08,2025-09-28,156.4,2,78.2,SEA,25,True,5,55,Mode,3,73,2,156.4,4,2,4,424,4,Dormant
CLIENT_4078,42,CaronBourg,F,2024-07-15,2025-12-09,64.01,1,64.01,Reference,5,True,4,0,Maison,3,1,1,64.01,4,1,2,412,2,Potentiel
CLIENT_4079,49,Meunier,F,2024-03-20,2025-05-21,179.79,1,179.79,Direct,0,True,3,192,Mode,1,203,1,179.79,3,1,4,314,4,Dormant
CLIENT_4080,52,Sainte Margotboeuf,M,2024-02-04,2024-07-18,31.85,2,15.93,Direct,0,False,3,488,Maison,1,510,2,31.85,2,2,1,221,4,Dormant
CLIENT_4081,20,Sainte Genevièvenec,F,2024-10-22,2025-12-09,92.75,3,30.92,Social,15,False,5,0,Alimentation,3,1,3,92.75,4,4,3,443,3,Loyal
CLIENT_4082,29,Deschamps,M,2023-12-02,2025-11-19,771.52,3,257.17,Social,15,False,5,12,Alimentation,5,21,3,771.52,4,4,5,445,0,A risque
CLIENT_4083,55,Gimenez,F,2025-10-22,2025-12-09,81.6,10,8.16,Reference,5,False,3,0,Alimentation,2,1,10,81.6,4,5,3,453,3,Loyal
CLIENT_4084,52,Deschamps,F,2023-12-03,2024-08-31,56.1,1,56.1,Direct,0,False,2,460,Alimentation,2,466,1,56.1,2,1,2,212,4,Dormant
CLIENT_4085,53,Baudry,F,2024-05-30,2024-08-23,735.31,7,105.04,Email,8,True,5,467,Maison,7,474,7,735.31,2,5,5,255,1,A risque
CLIENT_4086,37,Delorme,M,2023-03-25,2025-01-26,39.75,5,7.95,SEA,25,False,3,290,Mode,9,318,5,39.75,3,5,1,351,1,A risque
CLIENT_4087,19,Sainte Genevièvenec,F,2025-07-23,2025-12-09,52.07,1,52.07,Social,15,True,3,0,Loisirs,7,1,1,52.07,4,1,2,412,2,Potentiel
CLIENT_4088,21,Peronnec,F,2024-01-29,2025-09-23,1208.27,4,302.07,Social,15,False,5,56,Loisirs,5,78,4,1208.27,4,4,5,445,0,A risque
CLIENT_4089,42,Sainte Margotboeuf,M,2023-05-01,2023-08-02,393.16,2,196.58,Direct,0,True,5,835,Mode,9,861,2,393.16,1,2,5,125,4,Dormant
CLIENT_4090,18,Peronnec,F,2024-01-10,2024-02-20,257.06,2,128.53,SEA,25,False,5,628,Mode,9,659,2,257.06,1,2,4,124,4,Dormant
CLIENT_4091,31,Meunier,F,2024-08-21,2024-10-27,153.39,2,76.69,SEA,25,False,4,406,Mode,6,409,2,153.39,2,2,4,224,4,Dormant
CLIENT_4092,32,Hubert,F,2025-01-03,2025-10-06,61.39,4,15.35,SEA,25,True,3,47,Maison,4,65,4,61.39,4,4,2,442,1,A risque
CLIENT_4093,64,Grenier,F,2025-07-28,2025-12-02,308.06,7,44.01,Direct,0,True,5,4,Mode,6,8,7,308.06,4,5,4,454,3,Loyal
CLIENT_4094,57,Deschamps,M,2023-11-09,2025-01-31,31518.26,7,4502.61,Social,15,True,5,303,Alimentation,3,313,7,31518.26,3,5,5,355,0,A risque
CLIENT_4095,41,Delorme,F,2025-09-29,2025-12-09,49.15,2,24.57,Reference,5,True,3,0,Alimentation,1,1,2,49.15,4,2,2,422,2,Potentiel
CLIENT_4096,44,Grenier,M,2025-05-10,2025-12-09,42.08,4,10.52,Social,15,True,3,0,Électronique,1,1,4,42.08,4,4,1,441,3,Loyal
CLIENT_4097,30,Baudry,M,2024-04-30,2025-06-20,118.72,4,29.68,Email,8,True,4,157,Loisirs,7,173,4,118.72,3,4,3,343,1,A risque
CLIENT_4098,27,Baudry,F,2023-01-25,2024-03-26,424.19,1,424.19,Email,8,True,4,621,Maison,3,624,1,424.19,2,1,5,215,4,Dormant
CLIENT_4099,39,Hubert,M,2025-05-28,2025-06-14,57.5,3,19.17,Email,8,True,3,154,Alimentation,5,179,3,57.5,3,4,2,342,1,A risque
